trial,T_n,centered_by_n13,zscore
134,1620,1.4412000000000034,1.208762633279836
135,1612,0.64120000000000343,0.53778698338817177
136,1596,-0.95879999999999654,-0.80416431639515673
137,1606,0.041200000000003456,0.034555245969423609
138,1602,-0.35879999999999657,-0.30093257897640852
139,1604,-0.15879999999999656,-0.13318866650349245
140,1604,-0.15879999999999656,-0.13318866650349245
141,1608,0.24120000000000347,0.20229915844233967
142,1586,-1.9587999999999965,-1.6428838787597371
143,1588,-1.7587999999999966,-1.475139966286821
144,1598,-0.75879999999999659,-0.63642040392224064
145,1600,-0.55879999999999652,-0.46867649144932461
146,1596,-0.95879999999999654,-0.80416431639515673
147,1622,1.6412000000000035,1.3765065457527521
148,1616,1.0412000000000035,0.87327480833400395
149,1606,0.041200000000003456,0.034555245969423609
150,1612,0.64120000000000343,0.53778698338817177
151,1618,1.2412000000000034,1.0410187208069199
152,1606,0.041200000000003456,0.034555245969423609
153,1614,0.8412000000000035,0.70553089586108786
154,1598,-0.75879999999999659,-0.63642040392224064
155,1598,-0.75879999999999659,-0.63642040392224064
156,1592,-1.3587999999999965,-1.1396521413409888
157,1592,-1.3587999999999965,-1.1396521413409888
158,1612,0.64120000000000343,0.53778698338817177
159,1606,0.041200000000003456,0.034555245969423609
160,1604,-0.15879999999999656,-0.13318866650349245
161,1602,-0.35879999999999657,-0.30093257897640852
162,1604,-0.15879999999999656,-0.13318866650349245
163,1600,-0.55879999999999652,-0.46867649144932461
164,1610,0.44120000000000348,0.37004307091525573
165,1626,2.0412000000000035,1.7119943706985843
166,1602,-0.35879999999999657,-0.30093257897640852
167,1610,0.44120000000000348,0.37004307091525573
168,1614,0.8412000000000035,0.70553089586108786
169,1598,-0.75879999999999659,-0.63642040392224064
170,1624,1.8412000000000035,1.5442504582256682
171,1630,2.4412000000000034,2.0474821956444162
172,1592,-1.3587999999999965,-1.1396521413409888
173,1610,0.44120000000000348,0.37004307091525573
174,1612,0.64120000000000343,0.53778698338817177
175,1610,0.44120000000000348,0.37004307091525573
176,1610,0.44120000000000348,0.37004307091525573
177,1620,1.4412000000000034,1.208762633279836
178,1620,1.4412000000000034,1.208762633279836
179,1602,-0.35879999999999657,-0.30093257897640852
180,1612,0.64120000000000343,0.53778698338817177
181,1612,0.64120000000000343,0.53778698338817177
182,1602,-0.35879999999999657,-0.30093257897640852
183,1602,-0.35879999999999657,-0.30093257897640852
184,1606,0.041200000000003456,0.034555245969423609
185,1604,-0.15879999999999656,-0.13318866650349245
186,1628,2.2412000000000036,1.8797382831715004
187,1608,0.24120000000000347,0.20229915844233967
188,1606,0.041200000000003456,0.034555245969423609
189,1616,1.0412000000000035,0.87327480833400395
190,1602,-0.35879999999999657,-0.30093257897640852
191,1618,1.2412000000000034,1.0410187208069199
192,1596,-0.95879999999999654,-0.80416431639515673
193,1608,0.24120000000000347,0.20229915844233967
194,1606,0.041200000000003456,0.034555245969423609
195,1608,0.24120000000000347,0.20229915844233967
196,1616,1.0412000000000035,0.87327480833400395
197,1600,-0.55879999999999652,-0.46867649144932461
198,1610,0.44120000000000348,0.37004307091525573
199,1602,-0.35879999999999657,-0.30093257897640852
200,1618,1.2412000000000034,1.0410187208069199
201,1584,-2.1587999999999967,-1.8106277912326532
202,1606,0.041200000000003456,0.034555245969423609
203,1626,2.0412000000000035,1.7119943706985843
204,1582,-2.3587999999999965,-1.9783717037055693
205,1606,0.041200000000003456,0.034555245969423609
206,1592,-1.3587999999999965,-1.1396521413409888
207,1590,-1.5587999999999966,-1.3073960538139049
208,1610,0.44120000000000348,0.37004307091525573
209,1600,-0.55879999999999652,-0.46867649144932461
210,1588,-1.7587999999999966,-1.475139966286821
211,1590,-1.5587999999999966,-1.3073960538139049
212,1608,0.24120000000000347,0.20229915844233967
213,1610,0.44120000000000348,0.37004307091525573
214,1602,-0.35879999999999657,-0.30093257897640852
215,1594,-1.1587999999999965,-0.97190822886807282
216,1598,-0.75879999999999659,-0.63642040392224064
217,1626,2.0412000000000035,1.7119943706985843
218,1612,0.64120000000000343,0.53778698338817177
219,1622,1.6412000000000035,1.3765065457527521
